model,quantile,region,scenario,unit,variable,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
AIM/CGE,0.975,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing|Aerosols,-0.55517519,-0.52342752,-0.54441537,-0.55384301,-0.56890686,-0.58996744,-0.64956584,-0.69915429,-0.65932512,-0.66544086,-0.6893014,-0.77302132,-0.76382026,-0.82987146,-0.80333303,-0.82202832,-0.83876579,-0.87305715,-0.8667467,-0.87545628,-0.92852813,-0.92653861,-0.99919674,-0.98060153,-0.99144567,-0.95571966,-1.0173915,-1.0203422,-1.0400143,-1.0466312,-1.0570133,-1.0192244,-1.0817812,-1.0063433,-1.0255556,-1.0409353,-1.0473414,-1.1178776,-1.1196599,-1.0779836,-1.0969323,-1.2306088,-1.063237,-1.1072976,-1.1946705,-1.1496674,-1.0710518,-1.2213072,-1.2366816,-1.0747567,-1.0197862,-1.020272,-1.1177334,-1.1355036,-1.1389442,-1.1707894,-1.1718704,-1.1862613,-1.1200097,-1.0896717,-1.1626737,-1.1073363,-1.1542548,-1.102069,-1.1487886,-1.1345046,-1.1261386,-1.1177476,-1.1093418,-1.1008266,-1.0903849,-1.0773748,-1.0642817,-1.0510854,-1.0377674,-1.0243436,-1.01083,-0.99720631,-0.98345193,-0.9695825,-0.95487432,-0.93936835,-0.9237101,-0.90791639,-0.89200643,-0.87595692,-0.85974156,-0.84337844,-0.82688809,-0.81024391,-0.79105816,-0.76909815,-0.74689307,-0.72440337,-0.7015891,-0.67846861,-0.65506529,-0.63133691,-0.60723893,-0.58278825,-0.5680961,-0.56383962,-0.55956521,-0.55527766,-0.5509844,-0.54667833,-0.54235347,-0.53801766,-0.53367486,-0.52931952,-0.52488518,-0.52035516,-0.51581809,-0.51126591,-0.50669308,-0.50210702,-0.49751413,-0.49290694,-0.48827844,-0.48363526,-0.47904939,-0.4745074,-0.46994552,-0.46536821,-0.46078339,-0.4561841,-0.45156294,-0.44692843,-0.4422848,-0.43762631,-0.43315504,-0.42895673,-0.42475228,-0.42053513,-0.4162993,-0.41205094,-0.4077957,-0.40352589,-0.39923722,-0.39493708,-0.39057097,-0.38614374,-0.38169578,-0.37723296,-0.37276036,-0.36827445,-0.36376739,-0.3592452,-0.35471477,-0.35016822,-0.35021344
GCAM4,0.975,World,ssp434,W / m^2,Effective Radiative Forcing|Aerosols,-0.556515,-0.52515678,-0.54612627,-0.55561634,-0.57061286,-0.59206896,-0.65178058,-0.70143425,-0.66190598,-0.66831339,-0.69231566,-0.77656541,-0.76760063,-0.83358876,-0.80752121,-0.8263363,-0.84318958,-0.8771951,-0.87127133,-0.88022121,-0.93352846,-0.93160145,-1.0041802,-0.98617486,-0.99676632,-0.96097526,-1.022818,-1.0258538,-1.045454,-1.0522048,-1.0624208,-1.0244122,-1.0864204,-1.0111601,-1.0302615,-1.0455709,-1.0519224,-1.1221867,-1.123989,-1.0824567,-1.1011793,-1.2338819,-1.0668057,-1.110422,-1.1970754,-1.1520076,-1.0734914,-1.2229158,-1.2379035,-1.0763188,-1.0215743,-1.0221426,-1.1191422,-1.1371334,-1.1410295,-1.1731801,-1.1744388,-1.1886623,-1.1224179,-1.0917234,-1.1643094,-1.1093691,-1.1558172,-1.1037328,-1.1501106,-1.1353945,-1.1273221,-1.1192183,-1.1110925,-1.1028992,-1.0951394,-1.0874825,-1.0797985,-1.0720758,-1.0643026,-1.0564904,-1.0486496,-1.0407682,-1.0328349,-1.0248614,-1.0160902,-1.0063979,-0.99663195,-0.98680613,-0.97693161,-0.9669934,-0.95697941,-0.94690058,-0.93676908,-0.92657217,-0.91482664,-0.90141035,-0.88790091,-0.87427687,-0.86051731,-0.84663802,-0.83265643,-0.81855134,-0.80430126,-0.78992127,-0.77808739,-0.76885451,-0.75955272,-0.75019366,-0.74078915,-0.73132622,-0.72179213,-0.71219679,-0.70255366,-0.69284855,-0.68617705,-0.68265825,-0.67913213,-0.67559217,-0.67203468,-0.66846429,-0.66488611,-0.66129544,-0.65768793,-0.654067,-0.64941364,-0.64364295,-0.63784088,-0.63201326,-0.62616732,-0.62029589,-0.61439271,-0.60846301,-0.60251478,-0.59654018,-0.58661102,-0.57249411,-0.55827577,-0.54393367,-0.52944514,-0.51482596,-0.50009507,-0.48522822,-0.47020183,-0.45503193,-0.44113095,-0.42846408,-0.41567903,-0.40278789,-0.38980893,-0.37672136,-0.36350567,-0.35017582,-0.33674817,-0.32320219,-0.32271296
GCAM4,0.975,World,ssp460,W / m^2,Effective Radiative Forcing|Aerosols,-0.556515,-0.52515678,-0.54612627,-0.55561634,-0.57061286,-0.59206896,-0.65178058,-0.70143425,-0.66190598,-0.66831339,-0.69231566,-0.77656541,-0.76760063,-0.83358876,-0.80752121,-0.8263363,-0.84318958,-0.8771951,-0.87127133,-0.88022121,-0.93352846,-0.93160145,-1.0041802,-0.98617486,-0.99676632,-0.96097526,-1.022818,-1.0258538,-1.045454,-1.0522048,-1.0624208,-1.0244122,-1.0864204,-1.0111601,-1.0302615,-1.0455709,-1.0519224,-1.1221867,-1.123989,-1.0824567,-1.1011793,-1.2338819,-1.0668057,-1.110422,-1.1970754,-1.1520076,-1.0734914,-1.2229158,-1.2379035,-1.0763188,-1.0215743,-1.0221426,-1.1191422,-1.1371334,-1.1410295,-1.1731801,-1.1744388,-1.1886623,-1.1224179,-1.0917234,-1.1643094,-1.1093691,-1.1558172,-1.1037328,-1.1501106,-1.1353945,-1.1273221,-1.1192183,-1.1110925,-1.1028992,-1.098481,-1.0975809,-1.0966802,-1.0957783,-1.0948727,-1.0939666,-1.0930597,-1.092151,-1.091239,-1.0903268,-1.0886258,-1.0860613,-1.0834864,-1.0809057,-1.078321,-1.0757304,-1.0731286,-1.07052,-1.0679082,-1.0652898,-1.0610522,-1.0550874,-1.0491048,-1.0430973,-1.0370547,-1.0309858,-1.0248986,-1.0187853,-1.0126375,-1.0064616,-0.99915081,-0.99060973,-0.98200831,-0.97335937,-0.96467301,-0.95593702,-0.94713893,-0.93828938,-0.92940075,-0.92046048,-0.91127886,-0.90190034,-0.89247848,-0.88299872,-0.87344679,-0.86383517,-0.85417725,-0.84445779,-0.83466337,-0.82480506,-0.81314156,-0.79951276,-0.78575257,-0.77187674,-0.75790155,-0.74380616,-0.72956957,-0.71520651,-0.70073521,-0.68613267,-0.67300932,-0.66139746,-0.64971517,-0.63794424,-0.62606825,-0.61410141,-0.60205804,-0.58992015,-0.57766969,-0.56532019,-0.55502672,-0.54682313,-0.53856117,-0.53025116,-0.52190465,-0.5135089,-0.50505223,-0.49654461,-0.48799752,-0.47939911,-0.47914411
IMAGE,0.975,World,ssp119,W / m^2,Effective Radiative Forcing|Aerosols,-0.61768038,-0.58203253,-0.60533873,-0.61578344,-0.63247925,-0.65588701,-0.72221081,-0.77737583,-0.73273465,-0.7394581,-0.76596568,-0.85966473,-0.8493915,-0.92298726,-0.89348307,-0.9143125,-0.93293493,-0.97110802,-0.9639996,-0.97362765,-1.0327298,-1.0303167,-1.1112801,-1.0904775,-1.102482,-1.0624277,-1.1310284,-1.1341009,-1.1557866,-1.1629874,-1.174672,-1.1323434,-1.2018162,-1.117547,-1.138832,-1.1558678,-1.1628382,-1.2414076,-1.243155,-1.1966024,-1.21762,-1.3665069,-1.1800775,-1.2291199,-1.326407,-1.2761041,-1.1884573,-1.3559555,-1.3732864,-1.1927338,-1.1314129,-1.1318007,-1.2401588,-1.2597346,-1.263211,-1.2984249,-1.2992463,-1.3148967,-1.2408266,-1.2068375,-1.2878848,-1.2259774,-1.2782438,-1.2199857,-1.272095,-1.2543688,-1.2154943,-1.1758938,-1.1355841,-1.0943999,-1.051063,-1.0046021,-0.95709471,-0.90840609,-0.8583904,-0.80702322,-0.75428553,-0.69999945,-0.6439692,-0.58612704,-0.54926063,-0.53532591,-0.52125046,-0.50704615,-0.49273198,-0.47828766,-0.46368816,-0.44894915,-0.43409123,-0.41908781,-0.40490676,-0.39164927,-0.37830218,-0.36484725,-0.35126561,-0.33756921,-0.32377599,-0.30986564,-0.29581809,-0.2816471,-0.27183326,-0.26676867,-0.26168242,-0.2565792,-0.25146657,-0.24633644,-0.24118476,-0.2360167,-0.23083831,-0.22564309,-0.22093446,-0.21683643,-0.2127332,-0.20862001,-0.20449109,-0.20035193,-0.19620955,-0.19205542,-0.18788459,-0.18370316,-0.1786425,-0.17268308,-0.16669502,-0.16068486,-0.15466274,-0.14861921,-0.14254597,-0.13645336,-0.13034801,-0.12421956,-0.11879946,-0.11412071,-0.10943612,-0.10473891,-0.10002206,-0.095292246,-0.09055677,-0.08580827,-0.081039069,-0.076256451,-0.0707804,-0.064620706,-0.058429632,-0.052214905,-0.045986235,-0.039732686,-0.033447571,-0.027138887,-0.020815058,-0.014465986,-0.014448908
IMAGE,0.975,World,ssp126,W / m^2,Effective Radiative Forcing|Aerosols,-0.61722754,-0.58150233,-0.60481556,-0.61524914,-0.63194809,-0.65527967,-0.72157221,-0.77672266,-0.73201526,-0.73867447,-0.76514614,-0.8587762,-0.84846616,-0.92208056,-0.89249971,-0.91331394,-0.93192072,-0.9701502,-0.96297412,-0.97255843,-1.031622,-1.0291925,-1.1101755,-1.0892619,-1.1013074,-1.061243,-1.1298168,-1.1328653,-1.1545561,-1.1617222,-1.1734331,-1.1311266,-1.2006976,-1.1163734,-1.1376481,-1.1546928,-1.1616651,-1.2402591,-1.2419835,-1.195391,-1.2164171,-1.3654568,-1.1789416,-1.228066,-1.3254897,-1.2751694,-1.1874844,-1.3551365,-1.3725394,-1.1919158,-1.1305358,-1.1309057,-1.2393688,-1.2588879,-1.2622681,-1.2974338,-1.2982369,-1.3138974,-1.2397994,-1.2058433,-1.286967,-1.2249852,-1.2773285,-1.219027,-1.2712008,-1.2533236,-1.2146991,-1.1753442,-1.1352771,-1.0943316,-1.057569,-1.0248007,-0.99151769,-0.9576502,-0.9231245,-0.88795533,-0.85216328,-0.81566576,-0.77837427,-0.74029815,-0.71224637,-0.6949762,-0.67752296,-0.65990817,-0.64215141,-0.6242215,-0.60609166,-0.58778188,-0.56931191,-0.55065237,-0.53455011,-0.52095928,-0.5072839,-0.49350232,-0.47959561,-0.46557955,-0.45147166,-0.43724953,-0.42289124,-0.40841405,-0.39681922,-0.38840468,-0.37994051,-0.37143684,-0.36290521,-0.35433424,-0.34571313,-0.33705109,-0.32836013,-0.31962783,-0.31201598,-0.3055406,-0.29905114,-0.29253533,-0.28598503,-0.27940792,-0.27281468,-0.26619741,-0.25954369,-0.25286284,-0.24538178,-0.23704737,-0.22865827,-0.22022333,-0.21175401,-0.2032385,-0.19466577,-0.18604357,-0.17738596,-0.16867965,-0.16100505,-0.15451334,-0.14800478,-0.14146757,-0.13489269,-0.12829121,-0.12166983,-0.11502043,-0.10833427,-0.1016167,-0.09420943,-0.086109601,-0.077956794,-0.069763442,-0.06154216,-0.053278686,-0.044959692,-0.036597776,-0.028204412,-0.019768451,-0.019648991
MESSAGE-GLOBIOM,0.975,World,ssp245,W / m^2,Effective Radiative Forcing|Aerosols,-0.58994407,-0.55659092,-0.5787846,-0.58883084,-0.60465792,-0.62747585,-0.69078397,-0.74341305,-0.70136671,-0.70816203,-0.7335968,-0.8234114,-0.81395572,-0.8839538,-0.85647401,-0.8764761,-0.89437895,-0.9303746,-0.92414573,-0.93365045,-0.99025306,-0.98808771,-1.0650768,-1.0460674,-1.0571858,-1.0190195,-1.0845996,-1.0876935,-1.1083105,-1.1153862,-1.1262626,-1.0857274,-1.1512238,-1.0712666,-1.0914048,-1.1075623,-1.1141721,-1.1886133,-1.1903598,-1.1462531,-1.1659681,-1.3064592,-1.1293064,-1.1754391,-1.267152,-1.2191939,-1.1358819,-1.2942612,-1.3102123,-1.1387816,-1.0807043,-1.0812203,-1.1838721,-1.2028475,-1.2068453,-1.2408523,-1.241994,-1.2567732,-1.186316,-1.1535092,-1.2302141,-1.1718678,-1.2210165,-1.1656909,-1.2148501,-1.1983448,-1.174146,-1.1496826,-1.1249777,-1.0999184,-1.0858159,-1.0826909,-1.0795587,-1.0764151,-1.0732543,-1.0700823,-1.0669028,-1.0637109,-1.0605015,-1.0572806,-1.0501148,-1.0387684,-1.0273398,-1.0158444,-1.0042982,-0.99268256,-0.98098104,-0.96920942,-0.95738131,-0.94548027,-0.93290702,-0.91962301,-0.9062674,-0.89281961,-0.87925854,-0.86560262,-0.85186736,-0.83803213,-0.82407643,-0.8100172,-0.79769272,-0.7869982,-0.77622622,-0.76538878,-0.75450284,-0.74355155,-0.73251911,-0.72141753,-0.71026145,-0.69903602,-0.68851389,-0.67859354,-0.66862986,-0.65860542,-0.64850741,-0.63834739,-0.62813875,-0.61786772,-0.60751792,-0.59710232,-0.58728705,-0.57815385,-0.56895662,-0.55970336,-0.55040687,-0.54105417,-0.53163316,-0.52215293,-0.51262654,-0.50304138,-0.49319448,-0.48311193,-0.47297982,-0.46278294,-0.45250543,-0.44216064,-0.43176219,-0.42129373,-0.41074085,-0.40011526,-0.39201259,-0.38649227,-0.38094563,-0.37538011,-0.36980309,-0.364206,-0.35858107,-0.35293603,-0.347279,-0.34160161,-0.34139288
REMIND-MAGPIE,0.975,World,ssp534-over,W / m^2,Effective Radiative Forcing|Aerosols,-0.59386002,-0.56084765,-0.5829814,-0.59305453,-0.60901884,-0.6320715,-0.69560603,-0.74832297,-0.7067081,-0.71385745,-0.73954375,-0.82890242,-0.81943071,-0.8892413,-0.86176381,-0.88166531,-0.89949027,-0.93524914,-0.92912502,-0.93874441,-0.99531745,-0.99334597,-1.0701673,-1.0514744,-1.0625906,-1.0248487,-1.0904175,-1.0937477,-1.1145254,-1.1218626,-1.1326643,-1.0924001,-1.1577283,-1.0783122,-1.0988939,-1.1150953,-1.1218544,-1.1965422,-1.1986764,-1.1548832,-1.1750592,-1.3154433,-1.1389586,-1.1848732,-1.276177,-1.2287481,-1.1458143,-1.3036709,-1.3193058,-1.1482857,-1.0906144,-1.0912782,-1.1934375,-1.2128545,-1.2173783,-1.2514885,-1.2525924,-1.2677505,-1.1978185,-1.165488,-1.2420934,-1.1840293,-1.2330887,-1.1782767,-1.227191,-1.2129536,-1.184362,-1.1555085,-1.1264192,-1.0969594,-1.0755321,-1.0615385,-1.0474733,-1.0333172,-1.019046,-1.0046804,-0.99023713,-0.97569335,-0.96102684,-0.94625788,-0.93717447,-0.93368042,-0.9301743,-0.92666252,-0.92314841,-0.91962765,-0.91609365,-0.91255378,-0.90901236,-0.90546396,-0.88951812,-0.85986488,-0.82975041,-0.79911186,-0.76788405,-0.73608045,-0.70372104,-0.67073214,-0.63703502,-0.60263854,-0.57645062,-0.55933173,-0.54199806,-0.524468,-0.50676259,-0.48885135,-0.47070432,-0.45233894,-0.43377705,-0.41498885,-0.39876529,-0.38513215,-0.37138411,-0.35749924,-0.34345765,-0.32927113,-0.31495937,-0.30050053,-0.28587014,-0.27108291,-0.25952063,-0.25136967,-0.24315797,-0.23489378,-0.22658925,-0.21823276,-0.20981165,-0.20133456,-0.19281586,-0.18424218,-0.17751022,-0.17307031,-0.16862048,-0.16415375,-0.15966398,-0.15515541,-0.15063591,-0.14610044,-0.14154121,-0.13696264,-0.13359601,-0.13140637,-0.12921029,-0.12701021,-0.12480878,-0.12260366,-0.12039335,-0.11817884,-0.115963,-0.11374347,-0.11356655
REMIND-MAGPIE,0.975,World,ssp585,W / m^2,Effective Radiative Forcing|Aerosols,-0.59386003,-0.56084766,-0.5829814,-0.59305453,-0.60901885,-0.63207151,-0.69560604,-0.74832298,-0.70670811,-0.71385746,-0.73954376,-0.82890243,-0.81943072,-0.88924131,-0.86176381,-0.88166532,-0.89949027,-0.93524915,-0.92912503,-0.93874442,-0.99531746,-0.99334598,-1.0701673,-1.0514744,-1.0625906,-1.0248487,-1.0904175,-1.0937477,-1.1145254,-1.1218626,-1.1326643,-1.0924001,-1.1577283,-1.0783123,-1.0988939,-1.1150953,-1.1218544,-1.1965422,-1.1986764,-1.1548832,-1.1750593,-1.3154433,-1.1389586,-1.1848732,-1.276177,-1.2287481,-1.1458143,-1.3036709,-1.3193058,-1.1482857,-1.0906144,-1.0912782,-1.1934375,-1.2128545,-1.2173783,-1.2514885,-1.2525924,-1.2677506,-1.1978185,-1.165488,-1.2420934,-1.1840293,-1.2330887,-1.1782767,-1.227191,-1.2129536,-1.184362,-1.1555085,-1.1264192,-1.0969594,-1.0755321,-1.0615385,-1.0474733,-1.0333172,-1.019046,-1.0046804,-0.99023714,-0.97569336,-0.96102685,-0.94625788,-0.93717447,-0.93368043,-0.9301743,-0.92666252,-0.92314842,-0.91962766,-0.91609365,-0.91255378,-0.90901236,-0.90546396,-0.89979958,-0.89158056,-0.88332882,-0.87503153,-0.8666778,-0.85827832,-0.84984398,-0.84136232,-0.83282097,-0.82422991,-0.82086056,-0.82295058,-0.82504283,-0.8271348,-0.82922262,-0.83130918,-0.83339707,-0.83548522,-0.83756987,-0.83965407,-0.83923793,-0.83609573,-0.83295051,-0.82979681,-0.82662979,-0.823454,-0.82027357,-0.81708427,-0.81388222,-0.8106726,-0.80550469,-0.7981835,-0.79082176,-0.78342727,-0.77600922,-0.7685589,-0.76106546,-0.75353646,-0.74598481,-0.7383991,-0.72868198,-0.71663555,-0.70451366,-0.69230127,-0.67997836,-0.66755644,-0.655055,-0.64245458,-0.62973564,-0.61691203,-0.60348998,-0.58921356,-0.5747921,-0.56023991,-0.54557757,-0.53078076,-0.5158266,-0.50072953,-0.48551059,-0.47014399,-0.46944542
AIM/CGE,0.975,World,ssp370,W / m^2,Effective Radiative Forcing|Aerosols|Direct Effect,-0.10571728,-0.11123199,-0.11277639,-0.11489762,-0.11624065,-0.12593231,-0.13443664,-0.13965545,-0.13950052,-0.14387602,-0.14846339,-0.16982311,-0.17351578,-0.17899232,-0.18612961,-0.1912313,-0.19632543,-0.19625726,-0.20360725,-0.20841761,-0.21922151,-0.21720741,-0.22300076,-0.23260955,-0.22930498,-0.22545265,-0.23520504,-0.23683646,-0.23693814,-0.24093042,-0.2418223,-0.23637919,-0.23353973,-0.23094884,-0.23610138,-0.23696687,-0.23713596,-0.243514,-0.24528334,-0.2458117,-0.24693597,-0.25024717,-0.24457065,-0.24132699,-0.23612484,-0.23218515,-0.2302693,-0.23307727,-0.23222414,-0.22194963,-0.22366211,-0.22344002,-0.22008464,-0.225166,-0.23185216,-0.23597691,-0.23480978,-0.23291819,-0.22898913,-0.22063959,-0.21690868,-0.21796291,-0.21648635,-0.21508061,-0.21536643,-0.21371676,-0.21343207,-0.21315765,-0.21289021,-0.21254804,-0.212952,-0.21360434,-0.214256,-0.21490895,-0.21556194,-0.21621652,-0.21687128,-0.21752583,-0.21818082,-0.21883775,-0.2193601,-0.21959103,-0.21982172,-0.22005319,-0.22028328,-0.2205142,-0.22074514,-0.22097595,-0.22120707,-0.22143848,-0.22176867,-0.22207797,-0.22238583,-0.22269334,-0.22300175,-0.22330942,-0.22361658,-0.22392361,-0.22423041,-0.22453825,-0.22447308,-0.22392065,-0.22336686,-0.22281144,-0.22225604,-0.22170053,-0.2211438,-0.22058623,-0.22002854,-0.21947006,-0.21886973,-0.21818023,-0.21749098,-0.21680137,-0.21611045,-0.21541808,-0.21472725,-0.21403602,-0.2133431,-0.21264968,-0.21196484,-0.21125635,-0.21054637,-0.20983659,-0.20912714,-0.20841678,-0.20770567,-0.2069941,-0.2062832,-0.20557185,-0.20486619,-0.20434618,-0.20382654,-0.20330645,-0.20278506,-0.20226358,-0.20174205,-0.2012204,-0.20069773,-0.2001746,-0.19947403,-0.19860858,-0.19774155,-0.19687433,-0.19600742,-0.1951405,-0.19427181,-0.19340282,-0.19253459,-0.19166583,-0.19176413
AIM/CGE,0.975,World,ssp370-lowNTCF-aerchemmip,W / m^2,Effective Radiative Forcing|Aerosols|Direct Effect,-0.11061607,-0.11632642,-0.11792372,-0.1201438,-0.12152333,-0.13169369,-0.14059996,-0.14606905,-0.14589424,-0.15051739,-0.15533484,-0.17777475,-0.18165285,-0.18739199,-0.19489933,-0.20024879,-0.20558266,-0.20548476,-0.21319969,-0.21825035,-0.22959385,-0.22750016,-0.23358512,-0.24367789,-0.24018795,-0.23610879,-0.24630692,-0.2479929,-0.24807257,-0.2522351,-0.25316609,-0.24738221,-0.24430072,-0.24154454,-0.24689537,-0.24778019,-0.24792466,-0.25457734,-0.25639886,-0.25693655,-0.25807785,-0.26141862,-0.25546835,-0.25203715,-0.2465441,-0.24238634,-0.2403597,-0.2432668,-0.2423575,-0.23158154,-0.23336268,-0.23312244,-0.22957417,-0.23489303,-0.24189812,-0.24623109,-0.24499164,-0.24295546,-0.23879022,-0.22998285,-0.22603037,-0.22712829,-0.22554126,-0.22404603,-0.22432416,-0.22255357,-0.21963454,-0.21672039,-0.21381326,-0.21082671,-0.2084514,-0.20607479,-0.20369126,-0.20129698,-0.19888919,-0.19647062,-0.19404455,-0.1916073,-0.18915572,-0.18669232,-0.1838305,-0.18064196,-0.17744425,-0.17424076,-0.17103639,-0.16782684,-0.16460765,-0.16138238,-0.15815634,-0.15492459,-0.1512993,-0.14710516,-0.14290814,-0.13870175,-0.13448068,-0.13024875,-0.12601309,-0.12176745,-0.11750627,-0.11323306,-0.11056254,-0.10994524,-0.1093269,-0.10870808,-0.10809015,-0.10747188,-0.10685249,-0.10623335,-0.10561482,-0.10499619,-0.10438088,-0.1037477,-0.10311541,-0.10248271,-0.10184883,-0.10121491,-0.10058205,-0.099948964,-0.099314852,-0.098680439,-0.098065581,-0.097461915,-0.09685755,-0.096252723,-0.095648841,-0.095044895,-0.094439878,-0.093834966,-0.093230606,-0.092626309,-0.092017258,-0.091483243,-0.090949833,-0.090416134,-0.089881562,-0.089346782,-0.08881258,-0.088277794,-0.087742052,-0.087206664,-0.086671546,-0.086148049,-0.085623461,-0.085098652,-0.084573889,-0.084049223,-0.083523508,-0.08299748,-0.082472206,-0.081946252,-0.081991472
AIM/CGE,0.975,World,ssp370-lowNTCF-gidden,W / m^2,Effective Radiative Forcing|Aerosols|Direct Effect,-0.110616,-0.11632633,-0.11792362,-0.1201437,-0.12152323,-0.13169357,-0.14059985,-0.14606893,-0.14589412,-0.15051728,-0.15533472,-0.17777463,-0.18165272,-0.18739187,-0.1948992,-0.20024866,-0.20558253,-0.20548462,-0.21319955,-0.21825021,-0.22959371,-0.22750004,-0.23358499,-0.24367776,-0.24018783,-0.23610866,-0.24630678,-0.24799276,-0.24807243,-0.25223495,-0.25316595,-0.24738205,-0.24430054,-0.24154436,-0.24689518,-0.24778,-0.24792447,-0.25457714,-0.25639866,-0.25693636,-0.25807765,-0.2614184,-0.25546814,-0.25203694,-0.24654389,-0.24238613,-0.2403595,-0.2432666,-0.2423573,-0.23158134,-0.23336248,-0.23312224,-0.22957397,-0.23489282,-0.24189792,-0.24623089,-0.24499143,-0.24295525,-0.23879001,-0.22998264,-0.22603016,-0.22712807,-0.22554105,-0.22404581,-0.22432394,-0.22255336,-0.21963436,-0.21672025,-0.21381318,-0.21082663,-0.20845132,-0.20607471,-0.20369118,-0.2012969,-0.19888911,-0.19647054,-0.19404447,-0.19160722,-0.18915565,-0.18669224,-0.18383042,-0.18064188,-0.17744417,-0.17424069,-0.17103631,-0.16782676,-0.16460757,-0.1613823,-0.15815626,-0.15492451,-0.15129922,-0.14710508,-0.14290806,-0.13870167,-0.1344806,-0.13024867,-0.12601301,-0.12176737,-0.11750619,-0.11323298,-0.11056246,-0.10994516,-0.10932682,-0.108708,-0.10809007,-0.1074718,-0.10685242,-0.10623327,-0.10561474,-0.10499611,-0.1043808,-0.10374762,-0.10311533,-0.10248263,-0.10184875,-0.10121483,-0.10058197,-0.099948885,-0.099314773,-0.09868036,-0.098065501,-0.097461836,-0.096857471,-0.096252644,-0.095648762,-0.095044816,-0.094439799,-0.093834887,-0.093230526,-0.09262623,-0.092017179,-0.091483164,-0.090949753,-0.090416055,-0.089881483,-0.089346702,-0.088812501,-0.088277715,-0.087741973,-0.087206585,-0.086671467,-0.086147969,-0.085623382,-0.085098573,-0.08457381,-0.084049144,-0.083523429,-0.082997401,-0.082472127,-0.081946173,-0.081991392
GCAM4,0.975,World,ssp434,W / m^2,Effective Radiative Forcing|Aerosols|Direct Effect,-0.11397361,-0.11990337,-0.12157031,-0.12388553,-0.12525985,-0.13587514,-0.14512472,-0.15085928,-0.15080537,-0.15572698,-0.16077259,-0.18402047,-0.18807547,-0.19402529,-0.20184898,-0.20737881,-0.21288025,-0.2126526,-0.22069055,-0.22599812,-0.23776642,-0.23573573,-0.24204348,-0.2525959,-0.24891834,-0.24463048,-0.25523315,-0.25700994,-0.25710669,-0.26141412,-0.26222202,-0.2560731,-0.25274106,-0.24983249,-0.25513531,-0.25601566,-0.25613389,-0.26280463,-0.26464603,-0.26513611,-0.26613211,-0.26909053,-0.26270316,-0.2590433,-0.25325221,-0.24884436,-0.24656954,-0.24931434,-0.24809236,-0.23697045,-0.23872013,-0.23856555,-0.23501399,-0.2406103,-0.24805485,-0.25281811,-0.25176678,-0.24963786,-0.24519789,-0.23593628,-0.23191718,-0.2331561,-0.23131879,-0.22969493,-0.22984197,-0.22791872,-0.22418024,-0.22043597,-0.21668878,-0.21289924,-0.21035242,-0.20871343,-0.20707037,-0.20542106,-0.20376255,-0.20209808,-0.20042936,-0.19875405,-0.19706938,-0.19537886,-0.19363778,-0.19174328,-0.18983773,-0.18792431,-0.18600466,-0.18407579,-0.18213601,-0.18018734,-0.17823196,-0.17626763,-0.17414678,-0.17176487,-0.16937694,-0.16697934,-0.16456879,-0.16214785,-0.15972049,-0.15728302,-0.15483244,-0.15237097,-0.15043875,-0.14905449,-0.14766412,-0.14626909,-0.14487142,-0.14346933,-0.14206132,-0.14064817,-0.13923258,-0.13781229,-0.13699172,-0.1368477,-0.13670098,-0.1365509,-0.13639772,-0.13624132,-0.13608225,-0.13592006,-0.13575511,-0.13558662,-0.13523331,-0.13462363,-0.13401061,-0.13339401,-0.13277525,-0.13215331,-0.1315282,-0.13089934,-0.13026839,-0.12963425,-0.12825812,-0.12596185,-0.12366768,-0.12137208,-0.11907218,-0.11676958,-0.11446921,-0.11216721,-0.10986078,-0.10755147,-0.10550166,-0.10366147,-0.10181947,-0.099975949,-0.098135704,-0.096295265,-0.094452974,-0.092609536,-0.090768965,-0.088928344,-0.088439114
